id,pais,iso_3,nivel,entidade,regiao,ano,data_completa,status,fonte,tipo_evidencia,cor_mapa,url_documento,url_referencia,fator_risco_wwa,justificativa,observacoes,verificado,adm1_ne_id,lat,lon
1,Andorra,AND,nacional,Andorra General Council,,2020.0,23 Jan 2020,ativo,CEDAMIA,declaracao-formal,vermelho,https://www.cedamia.org/wp-content/uploads/2020/04/Andorra-but008-2020-Acord-de-reconeixement-de-la-crisi-climatica-i-de-declaracio-de-l2019estat-d2019emergencia-climatica-i-ecologica.pdf,,,,Climate & Ecological,False,,,
2,Argentina,ARG,nacional,Argentinian Senate,,2019.0,17 Jul 2019,ativo,CEDAMIA,declaracao-formal,vermelho,https://www.cedamia.org/ced-regions-in-argentina/,,,,Climate & Ecological,False,,,
3,Austrália,AUS,municipal,Adelaide City Council,SA,2019.0,27 Aug 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://dmzweb.cityofadelaide.com.au/agendasminutes/files08/Minutes/Council/2019/2019_08_27Council.pdf,https://indaily.com.au/news/local/2019/08/28/city-council-changes-mind-on-climate-emergency/,,,Declared CE,False,1159313267.0,-34.9281805,138.5999312
4,Austrália,AUS,municipal,Adelaide Hills Council,SA,2019.0,26 Mar 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.ahc.sa.gov.au/ahc-council/Documents/Ordinary-Council/Council-MINUTES/COUNCIL-MINUTES-2019-03-26.pdf,,,,Recognised CE,False,1159313267.0,-34.901351,138.8293202
5,Austrália,AUS,municipal,Albury City Council,NSW,2022.0,28 Mar 2022,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.alburycity.nsw.gov.au/council/about-council/business-papers,https://www.bordermail.com.au/story/7676881/council-embraces-climate-emergency-status/?src=rss,,,Declared CE,False,1159313299.0,-36.0737734,146.9135265
6,Austrália,AUS,municipal,Alexandrina Council,SA,2019.0,16 Dec 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.alexandrina.sa.gov.au/__data/assets/pdf_file/0029/391475/Council-Minutes-16-December-2019.pdf,https://www.victorharbortimes.com.au/story/6548131/alexandrina-and-victor-harbor-councils-declare-a-climate-emergency-at-december-meetings/,,,Declared CE,False,1159313267.0,-35.3377267,138.8347505
7,Austrália,AUS,municipal,Alpine Shire Council,VIC,2021.0,9 Nov 2021,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.alpineshire.vic.gov.au/council-meetings-2021,,,,Recognised CE,False,1159313263.0,-36.833543,146.9887102
8,Austrália,AUS,estadual,Armidale Regional Council,NSW,2019.0,23 Oct 2019,ativo,CEDAMIA,declaracao-formal,laranja,https://www.cedamia.org/wp-content/uploads/2019/12/Armidale-REgional-Ordinary-Minutes-23-October-2019.pdf,,,,Declared CE,False,1159313299.0,-30.5286665,151.6156257
9,Austrália,AUS,municipal,Augusta-Margaret River Shire Council,WA,2019.0,25 Sep 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.amrshire.wa.gov.au/library/file/1Council/Meetings/2019%20Council%20Meetings/OM%2025_09_19%20MINS.pdf,https://thewest.com.au/news/augusta-margaret-river-times/council-declares-climate-emergency-ng-b881335129z,,,Declared CE,False,1159315805.0,-34.1401727,115.1758826
10,Austrália,AUS,estadual,Australian Capital Territory Legislative Assembly,ACT,2019.0,16 May 2019,ativo,CEDAMIA,declaracao-formal,laranja,https://www.cedamia.org/ced-regions-in-australia/,https://reneweconomy.com.au/act-declares-climate-change-emergency-slams-federal-government-failure-to-act-83611/,,,Acknowledged CE,False,1159313297.0,-35.2965236,149.1295736
11,Austrália,AUS,municipal,Ballarat City Council,VIC,2018.0,21 Nov 2018,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.ballarat.vic.gov.au/sites/default/files/2019-04/21_november_2018_ordinary_council_meeting_minutes.pdf,,,,Recognised CE,False,1159313263.0,-37.5623013,143.8605645
12,Austrália,AUS,municipal,Ballina Shire Council,NSW,2019.0,28 Nov 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cedamia.org/wp-content/uploads/2019/11/Ballina-Ordinary_Minutes_28_November_2019.pdf,https://www.echo.net.au/2019/11/ballina-council-passes-controversial-da-climate-emergency-declaration/,,,Declared CE,False,1159313299.0,-28.8526846,153.4906247
13,Austrália,AUS,municipal,Banyule City Council,VIC,2019.0,7 Oct 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cedamia.org/wp-content/uploads/2019/10/Banyule-Ordinary-Minutes-7-October-2019.pdf,,,,Declared CE,False,1159313263.0,-37.734063,145.086652
14,Austrália,AUS,municipal,Bass Coast Shire Council,VIC,2019.0,21 Aug 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://d2n3eh1td3vwdm.cloudfront.net/agendas-minutes/minutes/Open-Minutes-21-August-2019.pdf?mtime=20190823163940,,,,Declared CE,False,1159313263.0,-38.4861595,145.5542201
15,Austrália,AUS,municipal,Bayside City Council,VIC,2019.0,17 Dec 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.bayside.vic.gov.au/sites/default/files/council/17_december_2019_ordinary_meeting_of_council_minutes.pdf,https://www.solarquotes.com.au/blog/bayside-solar-carbon-mb1689/,,,Declared CE,False,1159313263.0,-37.9396915,145.0177835
16,Austrália,AUS,municipal,Bega Valley Shire Council,NSW,2019.0,28 Aug 2019,ativo,CEDAMIA,declaracao-formal,amarelo,http://begavalley.infocouncil.biz/Open/2019/08/OC_28082019_MIN_512_WEB.htm,https://www.begadistrictnews.com.au/story/6354529/climate-emergency-vote-passed-by-bega-valley-council/?fbclid=IwAR0zW3TCy2XsZHQP7ntfDHeY3WLM2yt6wlK4koOam28UZl7_0JH5FB-lAtc,,,Recognised CE,False,1159313299.0,-36.3705336,149.9629612
17,Austrália,AUS,municipal,Bellingen Shire Council,NSW,2019.0,27 Mar 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.bellingen.nsw.gov.au/sites/bellingen/files/public/MINUTES%20-%20ORDINARY%20MEETING%20OF%20COUNCIL%20-%2027%20MARCH%202019.pdf,https://www.bellingencourier.com.au/story/5979238/emergency-time-to-act/,,,Declared CE,False,1159313299.0,-30.3739913,152.71921
18,Austrália,AUS,municipal,Blacktown City Council,NSW,2020.0,26 Feb 2020,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cedamia.org/wp-content/uploads/2020/04/Blacktown-minutes-1-1-Combined-Index.pdf,https://www.blacktown.nsw.gov.au/News-Media/Blacktown-City-Council-acknowledges-climate-emergency-and-moves-towards-100-renewables?utm_source=miragenews&utm_medium=miragenews&utm_campaign=news,,,Declared CE,False,1159313299.0,-33.7401885,150.8648355
19,Austrália,AUS,municipal,Blue Mountains City Council,NSW,2019.0,26 Feb 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cedamia.org/wp-content/uploads/2019/07/Blue-Mountains.pdf,https://www.bluemountainsgazette.com.au/story/6412770/carbon-neutral-for-council/?cs=1432,,,Recognised CE,False,1159313299.0,-33.609741,150.4052237
20,Austrália,AUS,municipal,Boroondara City Council,VIC,2021.0,27 Sep 2021,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.boroondara.vic.gov.au/events/council-meeting-27-september-2021,,,,Declared CE,False,1159313263.0,-37.826496,145.0612024
21,Austrália,AUS,municipal,Brimbank City Council,VIC,2019.0,25 Jun 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.brimbank.vic.gov.au/council/council-meetings/2019-council-meeting-agenda-and-minutes,,,,Declared CE,False,1159313263.0,-37.742717,144.8054268
22,Austrália,AUS,municipal,Broken Hill City Council,NSW,2019.0,25 Sep 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cedamia.org/ced-regions-in-australia/,https://www.facebook.com/anika.molesworth/videos/10157687733114374/,,,Recognised CE,False,1159313299.0,-31.965,141.4511111
23,Austrália,AUS,municipal,Burnside City Council,SA,2019.0,24 Sep 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.burnside.sa.gov.au/files/assets/public/about-council/council-amp-committees/agendas-minutes-amp-workshops/council/2019/agendas/20190924_minutes-of-meeting-of-council-24-sept-2019_public.pdf,,,,Declared CE,False,1159313267.0,-34.944479,138.6472958
24,Austrália,AUS,municipal,Byron Shire Council,NSW,2018.0,18 Oct 2018,ativo,CEDAMIA,declaracao-formal,amarelo,https://byron.infocouncil.biz/Open/2018/10/OC_18102018_MIN_780_WEB.htm,https://climateemergencydeclaration.org/byronshire/,,,Declared CE,False,1159313299.0,-28.6134277,153.4783551
25,Austrália,AUS,municipal,Campbelltown City Council,SA,2019.0,5 Nov 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.campbelltown.sa.gov.au/__data/assets/pdf_file/0008/320021/Council-Minutes-5-November-2019.pdf,https://www.facebook.com/elenacampbelltown/posts/1229814653886177,,,Acknowledged CE,False,1159313267.0,-34.8858442,138.6797271
26,Austrália,AUS,municipal,Canada Bay City Council,NSW,2019.0,17 Sep 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://t1.canadabay.nsw.gov.au/T1Prod/CiAnywhere/Web/prod/Api/CMIS/PUB/content/?streamId=streampdf-210671533,https://www.facebook.com/canadabay/posts/3049769405093099,,,Recognised CE,False,1159313299.0,-33.8485127,151.097582
27,Austrália,AUS,municipal,Canterbury Bankstown City Council,NSW,2019.0,27 Aug 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cbcity.nsw.gov.au/Councilccb/docs/ORD_27082019_MIN.pdf,https://www.localnewsplus.com.au/?p=10769,,,Acknowledged CE,False,1159313299.0,-33.9238976,151.0656802
28,Austrália,AUS,municipal,Cardinia Shire Council,VIC,2019.0,16 Sep 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cedamia.org/wp-content/uploads/2019/09/Cardinia-Shire-Minutes___16_September_2019.pdf,https://pakenham.starcommunity.com.au/news/2019-09-17/council-declare-climate-emergency/?fbclid=IwAR2lOe_WHsjRL80pDqPeHwxesrat9_phVAm84KbRjBz5Q7AwjZnAjdfJoCk,,,Declared CE,False,1159313263.0,-38.0950755,145.5676286
29,Austrália,AUS,municipal,Central Coast Council,NSW,2019.0,26 Aug 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://cdn.centralcoast.nsw.gov.au/sites/default/files/Council/Meetings_and_minutes/minutes-om26august2019.pdf,,,,Declared CE,False,1159313299.0,-33.3117096,151.3120675
30,Austrália,AUS,municipal,Charles Sturt City Council,SA,2019.0,9 Dec 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.charlessturt.sa.gov.au/__data/assets/pdf_file/0023/380516/cl19-12-09m.pdf,,,,Declared CE,False,1159313267.0,-34.9035083,138.5352009
31,Austrália,AUS,municipal,Clarence Valley Council,NSW,2019.0,23 Apr 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cedamia.org/wp-content/uploads/2019/07/Clarence-Valley_Minutes_23419.pdf,,,,Recognised CE,False,1159313299.0,-29.6945597,152.7922752
32,Austrália,AUS,municipal,Coffs Harbour City Council,NSW,2022.0,8 Dec 2022,ativo,CEDAMIA,declaracao-formal,amarelo,https://infocouncil.coffsharbour.nsw.gov.au/Open/2022/12/CO_20221208_MIN_2279_WEB.htm,https://www.facebook.com/jwcassell/posts/pfbid022U8sNwocWm7wtbcEt9WrWojqSuSQWhJr91UQAqMeB7zBbbaUXiyCrUbKxWWnsSxvl,,,Declared CE,False,1159313299.0,-30.2985996,153.1094116
33,Austrália,AUS,municipal,Darebin City Council,VIC,2016.0,5 Dec 2016,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cedamia.org/ced-regions-in-australia/,,,,Recognised CE,False,1159313263.0,-37.7747529,145.0386786
34,Austrália,AUS,municipal,Darwin City Council,NT,2019.0,30 Jul 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.darwin.nt.gov.au/sites/default/files/agendas/minutes/2nd_ordinary_council_meeting_open_draft_minutes_30_july_2019.pdf,,,,Declared CE,False,1159315809.0,-12.46044,130.8410469
35,Austrália,AUS,municipal,Denmark Shire Council,WA,2019.0,17 Sep 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.denmark.wa.gov.au/council-meetings/ordinary-council-meeting/176,https://www.facebook.com/CrJanLewis/photos/a.1594117097555595/2264662670501031/?type=3&theater,,,Declared CE,False,1159315805.0,-34.936027,117.1316106
36,Austrália,AUS,municipal,Derwent Valley Council,TAS,2022.0,28 Jul 2022,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.derwentvalley.tas.gov.au/council-documents/minutes-and-agendas,https://newnorfolknews.com/2022/08/derwent-valley-council-declares-a-climate-emergency/,,,Declared CE,False,1159313261.0,-42.803102,146.5440405
37,Austrália,AUS,municipal,East Fremantle Town Council,WA,2019.0,19 Nov 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.eastfremantle.wa.gov.au/council-meetings/meeting/council-meeting/122/documents/ocm-minutes-191119.pdf,,,,Recognised CE,False,1159315805.0,-32.035363,115.7687804
38,Austrália,AUS,municipal,Frankston City Council,VIC,2019.0,18 Nov 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cedamia.org/wp-content/uploads/2019/12/Frankston-Final_Minutes_-_Ordinary_Meeting_2019_OM14_-_18_November_2019.pdf,,,,Declared CE,False,1159313263.0,-38.1457064,145.1263742
39,Austrália,AUS,municipal,Fremantle City Council,WA,2019.0,22 May 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.fremantle.wa.gov.au/sites/default/files/Minutes%20-%20Ordinary%20Meeting%20of%20Council%20-%2022%20May%202019.pdf,,,,Climate & Biodiversity,False,1159315805.0,-32.0534086,115.7586172
40,Austrália,AUS,municipal,Gawler Town Council,SA,2019.0,22 Jan 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://s3-ap-southeast-2.amazonaws.com/tog-public-assets/agendas-minutes/Council/22-01-2019-Council-Minutes.pdf,,,,Declared CE,False,1159313267.0,-34.5973311,138.7448933
41,Austrália,AUS,municipal,Georges River Council,NSW,2021.0,27 Sep 2021,ativo,CEDAMIA,declaracao-formal,amarelo,https://infoweb.georgesriver.nsw.gov.au/grinfocouncil/RedirectToDoc.aspx?URL=Open/2021/09/CCL_27092021_MIN.PDF,,,,Declared CE,False,1159313299.0,-34.0392423,150.8946067
42,Austrália,AUS,municipal,Glen Eira City Council,VIC,2020.0,5 May 2020,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.gleneira.vic.gov.au/media/6630/5-may-2020-minutes.pdf,https://www.solarquotes.com.au/blog/glen-eira-emissions-mb1517/,,,Declared CE,False,1159313263.0,-37.8768021,144.9959197
43,Austrália,AUS,municipal,Glen Innes Severn Shire Council,NSW,2019.0,26 Sep 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.gisc.nsw.gov.au/sites/gleninnes/files/public/images/documents/gisc/council/Council%20Meetings/2019-09/Minutes%20-%20Ordinary%20Council%20Meeting%20-%2026.9.19.pdf,https://www.gleninnesexaminer.com.au/story/6409226/glen-innes-council-makes-climate-emergency-declaration/?cs=12,,,Declared CE,False,1159313299.0,-29.6318995,151.9172856
44,Austrália,AUS,municipal,Golden Plains Shire Council,VIC,2021.0,27 Jul 2021,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.goldenplains.vic.gov.au/sites/default/files/Confirmed%20Council%20Meeting%20Minutes%20270721.pdf,https://www.goldenplains.vic.gov.au/news/council-declares-climate-emergency,,,Declared CE,False,1159313263.0,-37.852439,143.8390727
45,Austrália,AUS,municipal,Greater Dandenong City Council,VIC,2020.0,28 Jan 2020,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.greaterdandenong.vic.gov.au/_flysystem/filerepo/A6364290,,,,Climate & Ecological,False,1159313263.0,-37.9879793,145.21336
46,Austrália,AUS,municipal,Greater Geelong City Council,VIC,2020.0,25 Feb 2020,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.geelongaustralia.com.au/common/Public/Documents/8d7bf6b344b7c93-councilmeetingminutes-25february2020.pdf,,,,Recognised CE,False,1159313263.0,-38.052098,144.3928129
47,Austrália,AUS,municipal,Greater Geraldton City Council,WA,2020.0,15 Dec 2020,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cgg.wa.gov.au/council-meetings/ordinary-council-meeting/15-december-2020/165/documents/minutes-ordinary-meeting-of-council-15-december-2020.pdf,,,,Declared CE,False,1159315805.0,-28.439715,115.7565916
48,Austrália,AUS,municipal,Greater Shepparton City Council,VIC,2020.0,31 Mar 2020,ativo,CEDAMIA,declaracao-formal,amarelo,https://greatershepparton.com.au/assets/files/documents/governance/meetings/2020/03/Minutes_-_Ordinary_Council_Meeting_-_31_March_2020.PDF,https://www.sheppnews.com.au/news/2020/04/01/1110730/council-declares-a-climate-emergency,,,Declared CE,False,1159313263.0,-36.4277195,145.3781558
49,Austrália,AUS,municipal,Hawkesbury City Council,NSW,2019.0,12 Mar 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.hawkesbury.nsw.gov.au/__data/assets/pdf_file/0020/125840/ORD_MAR1_BP_MINS.pdf,,,,Recognised CE,False,1159313299.0,-33.3407014,150.8284785
50,Austrália,AUS,municipal,Hepburn Shire Council,VIC,2019.0,17 Sep 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.hepburn.vic.gov.au/hepburn/wp-content/uploads/2019/10/1Public-Minutes-Council-Meeting-17-09-2019.pdf,,,,Acknowledged CE,False,1159313263.0,-37.3162513,144.0023221
51,Austrália,AUS,municipal,Hobart City Council,TAS,2019.0,17 Jun 2019,ativo,CEDAMIA,declaracao-formal,amarelo,http://hobart.infocouncil.biz/Open/2019/06/CO_17062019_MIN_1112_WEB.htm,,,,Climate & Biodiversity,False,1159313261.0,-42.8825088,147.3281233
52,Austrália,AUS,municipal,Hobsons Bay City Council,VIC,2019.0,8 Oct 2019,ativo,CEDAMIA,declaracao-formal,amarelo,http://webcast.hobsonsbay.vic.gov.au/archive/video19-1008.php?fbclid=IwAR1OaTYo0joewcgjbyembv7BHvRXZ-sDyN3yr2tYqkaPUTzJAanwj4GCXu8#placeholder,,,,Declared CE,False,1159313263.0,-37.8533828,144.923322
53,Austrália,AUS,municipal,Holdfast Bay City Council,SA,2019.0,8 Oct 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://cdn.holdfast.sa.gov.au/agendas-minutes/minutes/19-10-08-Council-Minutes.pdf,,,,Recognised CE,False,1159313267.0,-35.002111,138.5203949
54,Austrália,AUS,municipal,Hunters Hill Council,NSW,2020.0,24 Feb 2020,ativo,CEDAMIA,declaracao-formal,amarelo,http://www.huntershill.nsw.gov.au/wp-content/uploads/2020/03/Business-Paper-Ordinary-Meeting-09-March-2020.pdf,https://thewest.com.au/news/nsw/jetsetting-hunters-hill-councillor-justine-mclaughlin-declares-climate-emergency-ng-159b998e0fc70be53049fc846308f43b,,,Acknowledged CE,False,1159313299.0,-33.8298901,151.1360045
55,Austrália,AUS,municipal,Huon Valley Council,TAS,2023.0,25 Jan 2023,ativo,CEDAMIA,declaracao-formal,amarelo,https://huonvalleycouncil-my.sharepoint.com/:b:/g/personal/hvc_huonvalley_tas_gov_au/EdWL2s-hkaNPvzE5CwmLwu0BAQuhh1aA7EdIY1DIrOaxkw?e=xV0e3j,,,,Declared CE,False,1159313261.0,-43.2453746,146.5652161
56,Austrália,AUS,municipal,Indigo Shire Council,VIC,2019.0,30 Jul 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cedamia.org/wp-content/uploads/2019/08/Indigo-Shire-2019-07-30-Ordinary-Council-Meeting-Minutes.pdf,https://www.miragenews.com/indigo-shire-taking-a-lead-in-addressing-climate-change/,,,Declared CE,False,1159313263.0,-36.208396,146.6609204
57,Austrália,AUS,municipal,Inner West Council,NSW,2019.0,14 May 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://innerwest.infocouncil.biz/Open/2019/05/C_14052019_MIN_3696.PDF,,,,Acknowledged CE,False,1159313299.0,-33.8900139,151.1454104
58,Austrália,AUS,municipal,Kalamunda City Council,WA,2021.0,25 May 2021,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.kalamunda.wa.gov.au/docs/default-source/agenda-and-minutes/2021/ordinary-council-meeting-minutes--25-may-2021.pdf?sfvrsn=2d4a2bf6_8,https://echonewspaper.com.au/kalamunda-signs-climate-change-statement-and-declares-emergency/,,,Declared CE,False,1159315805.0,-32.0038075,116.1022069
59,Austrália,AUS,municipal,Kiama Municipal Council,NSW,2019.0,17 Dec 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cedamia.org/wp-content/uploads/2020/01/Kiama-17-December-2019-Ordinary-Council-Minutes.pdf,,,,Acknowledged CE,False,1159313299.0,-34.6958202,150.7959123
60,Austrália,AUS,municipal,Kingborough Council,TAS,2019.0,8 Jul 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.kingborough.tas.gov.au/wp-content/uploads/2019/07/Minutes-No.-14-8-July-2019-Public-Copy.pdf,https://www.abc.net.au/news/2019-07-09/tas-daily-briefing-tuesday-9th-july/11289910,,,Climate & Biodiversity,False,1159313261.0,-43.0905111,147.2386205
61,Austrália,AUS,municipal,Kingston City Council,VIC,2020.0,28 Jan 2020,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cedamia.org/wp-content/uploads/2020/02/Kingston-Minutes-Ordinary-Meeting-of-Council-28-January-2020.pdf,https://www.miragenews.com/kingston-council-declares-a-climate-emergency-to-rounds-of-applause/,,,Climate & Ecological,False,1159313263.0,-37.3798825,143.9586217
62,Austrália,AUS,municipal,Knox City Council,VIC,2021.0,27 Sep 2021,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.knox.vic.gov.au/sites/default/files/2021-10/2021-09-27%20-%20Minutes%20Meeting%20of%20Council_.pdf,,,,"Recognised CE 27 Sept 2021
Declared CE 25 July 2022",False,1159313263.0,-37.898453,145.2648563
63,Austrália,AUS,municipal,Lane Cove Council,NSW,2019.0,16 Sep 2019,ativo,CEDAMIA,declaracao-formal,amarelo,http://lccweb.lanecove.nsw.gov.au/bps/Open/2019/CNL_16092019_MIN_WEB.HTM,https://inthecove.com.au/2019/09/17/lane-cove-council-declares-climate-emergency/,,,Recognised CE,False,1159313299.0,-33.8232026,151.1697148
64,Austrália,AUS,municipal,Launceston City Council,TAS,2019.0,8 Aug 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cedamia.org/wp-content/uploads/2019/11/Launceston-Council-Minutes-8-August-2019.pdf,https://www.examiner.com.au/story/6318457/council-declares-climate-emergency/,,,Declared CE,False,1159313261.0,-41.4340813,147.1373496
65,Austrália,AUS,estadual,Light Regional Council,SA,2019.0,26 Mar 2019,ativo,CEDAMIA,declaracao-formal,laranja,https://www.light.sa.gov.au/webdata/resources/minutesAgendas/Minutes%20Council-26March2019.pdf,,,,Declared CE,False,1159313267.0,-34.4100885,138.8321181
66,Austrália,AUS,municipal,Lismore City Council,NSW,2019.0,13 Aug 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.lismore.nsw.gov.au/infocouncil2/Open/2019/08/OC_13082019_MIN_WEB.htm,,,,Declared CE,False,1159313299.0,-28.8077608,153.2791883
67,Austrália,AUS,municipal,Liverpool City Council,NSW,2022.0,27 Jul 2022,ativo,CEDAMIA,declaracao-formal,amarelo,http://liverpool.infocouncil.biz/Open/2022/07/CO_20220727_MIN_459_WEB.htm,https://southwestvoice.com.au/liverpool-climate-emergency/,,,Recognised CE,False,1159313299.0,-33.9525886,150.898844
68,Austrália,AUS,municipal,Macedon Ranges Shire Council,VIC,2021.0,24 Mar 2021,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.mrsc.vic.gov.au/About-Council/Our-Council/Meeting-Dates-Agendas-Minutes/Council-Meeting-Agendas-Minutes/Minutes-Agendas,https://www.bendigoadvertiser.com.au/story/7185625/macedon-ranges-shire-declares-climate-emergency/?cs=80,,,Declared CE,False,1159313263.0,-37.3336305,144.6346412
69,Austrália,AUS,municipal,Manningham Council,VIC,2020.0,28 Jan 2020,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.manningham.vic.gov.au/sites/default/files/uploads/council_minutes_28_january_2020.pdf,http://warrandytediary.com.au/manningham-declares-a-climate-emergency/,,,Acknowledged CE,False,1159313263.0,-37.7570831,145.1852148
70,Austrália,AUS,municipal,Maribyrnong City Council,VIC,2019.0,19 Feb 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cedamia.org/wp-content/uploads/2019/07/Maribyrnong-Minutes-19-February-2019.pdf,,,,Acknowledged CE,False,1159313263.0,-37.7695144,144.8902049
71,Austrália,AUS,municipal,Melbourne City Council,VIC,2019.0,16 Jul 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cedamia.org/ced-regions-in-australia/,,,,Declared CE,False,1159313263.0,-37.8142454,144.9631732
72,Austrália,AUS,municipal,Melville City Council,WA,2021.0,15 Jun 2021,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.melvillecity.com.au/getattachment/fcb31069-4be3-4624-9f2e-2aee36002797/minutes-ordinary-meeting-of-the-council-15-june-2?fbclid=IwAR3UX-Td6pHzaJW0LCw5M1GmRv4Mf8jh5FXdgaGSvT60yeXlly_mZks2Z4c,,,,Declared CE,False,1159315805.0,-32.0430965,115.8180525
73,Austrália,AUS,municipal,MidCoast Council,NSW,2019.0,23 Oct 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cedamia.org/wp-content/uploads/2019/10/MidCoast-23-OCTOBER-2019-ORDINARY-MEETING-MINUTES-v3.pdf,,,,Recognised CE,False,1159313299.0,-32.9203651,151.7603373
74,Austrália,AUS,municipal,Mildura Rural City Council,VIC,2020.0,26 Feb 2020,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.mildura.vic.gov.au/Council/About-Council/Agendas-Minutes-for-Council-Meetings,https://www.river1467.com.au/news/news-sport/103685-council-declares-climate-emergency,,,Declared CE,False,1159313263.0,-34.865372,141.80049
75,Austrália,AUS,municipal,Mitcham Council,SA,2019.0,22 Oct 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.mitchamcouncil.sa.gov.au/__data/assets/pdf_file/0030/282459/22-October-2019-Full-Council-Minutes.pdf,https://www.facebook.com/JaneBangeParkWard/posts/978251575860072,,,Declared CE,False,1159313267.0,-35.0064455,138.6266488
76,Austrália,AUS,municipal,Mitchell Shire Council,VIC,2021.0,20 Sep 2021,ativo,CEDAMIA,declaracao-formal,amarelo,https://cdn.mitchellshire.vic.gov.au/agendas-minutes/minutes/DRAFT-Ordinary-Council-Meeting-Minutes-20-September-2021.pdf?mtime=20210921140443&focal=none,,,,Acknowledged CE,False,1159313263.0,-37.175751,144.976528
77,Austrália,AUS,municipal,Moonee Valley City Council,VIC,2019.0,8 Oct 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cedamia.org/ced-regions-in-australia/,https://www.facebook.com/groups/cedamia/permalink/2118645371777531/,,,Declared CE,False,1159313263.0,-37.7494345,144.8868869
78,Austrália,AUS,municipal,Mosman Council,NSW,2019.0,12 Nov 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://portal.mosman.nsw.gov.au/common/output/DataworksAccess.aspx?id=4gFhNwuCXLE%253d&ext=pdf,,,,Declared CE,False,1159313299.0,-33.8283536,151.2476855
79,Austrália,AUS,municipal,Mount Alexander Shire Council,VIC,2019.0,17 Dec 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.mountalexander.vic.gov.au/Files/CEO/Ordinary_Meeting_of_Council_Minutes_17_December_2019.pdf,https://www.goldcentralvictoria.com.au/news/local-news/99484-mount-alexander-shire-declares-climate-emergency,,,Declared CE,False,1159313263.0,-37.0760125,144.2752638
