id,pais,iso_3,nivel,entidade,regiao,ano,data_completa,status,fonte,tipo_evidencia,cor_mapa,url_documento,url_referencia,fator_risco_wwa,justificativa,observacoes,verificado,adm1_ne_id,lat,lon
201,Canadá,CAN,municipal,Grey County Council,Ontario,2022.0,14 Apr 2022,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cedamia.org/wp-content/uploads/2022/05/Grey-County-Committee-of-the-Whole-Minutes-April-14-2022-1.pdf,https://www.owensoundsuntimes.com/news/local-news/grey-county-moves-to-lead-by-example-on-climate-change,,,Declared CE,False,1159309687.0,44.4911873,-80.7044303
202,Canadá,CAN,estadual,Halifax Regional Council,Nova Scotia,2019.0,29 Jan 2019,ativo,CEDAMIA,declaracao-formal,laranja,https://www.halifax.ca/sites/default/files/documents/city-hall/regional-council/190129rc-mins.pdf,,,,Recognised CE,False,1159309585.0,44.8156386,-63.2847484
203,Canadá,CAN,estadual,Halton Regional Council,Ontario,2019.0,11 Sep 2019,ativo,CEDAMIA,declaracao-formal,laranja,https://edmweb.halton.ca/OnBaseAgendaOnline/Meetings/ViewMeeting?id=2590&doctype=2,https://www.theifp.ca/news-story/9592566--it-s-a-humanitarian-issue-halton-declares-a-climate-emergency/,,,Declared CE,False,1159309687.0,43.4840878,-79.666344
204,Canadá,CAN,municipal,Halton Hills Town Council,Ontario,2019.0,6 May 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://pub-haltonhills.escribemeetings.com/FileStream.ashx?DocumentId=6508,https://www.theifp.ca/news-story/9340666--climate-change-is-real-halton-hills-council-declares-climate-change-emergency/,,,Declared CE,False,1159309687.0,43.6512888,-79.9142216
205,Canadá,CAN,municipal,Hamilton City Council,Ontario,2019.0,27 Mar 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://pub-hamilton.escribemeetings.com/FileStream.ashx?DocumentId=187035,https://globalnews.ca/news/5106324/city-sketch-council-finalizes-climate-emergency-declaration/,,,Declared CE,False,1159309687.0,43.2560802,-79.8728583
206,Canadá,CAN,municipal,Highlands (District of) Council,British Columbia,2019.0,18 Mar 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.highlands.ca/AgendaCenter/ViewFile/Minutes/_03182019-470,https://www.saanichnews.com/news/colwood-joins-other-crd-municipalities-in-declaring-climate-emergency/,,,Declared CE,False,1159307717.0,49.126709,-122.6625273
207,Canadá,CAN,municipal,Huntsville Town Council,Ontario,2021.0,28 Jun 2021,ativo,CEDAMIA,declaracao-formal,amarelo,,https://doppleronline.ca/huntsville/town-of-huntsville-declares-a-climate-emergency-aims-to-reduce-greenhouse-gas-emissions-to-zero-by-2050/,,,Declared CE,False,1159309687.0,45.3263919,-79.218434
208,Canadá,CAN,municipal,Innisfil Town Council,Ontario,2022.0,9 Feb 2022,ativo,CEDAMIA,declaracao-formal,amarelo,,https://www.barrietoday.com/local-news/innisfil-declares-climate-emergency-its-not-about-taxing-people-its-about-being-innovative-5068314,,,Declared CE,False,1159309687.0,44.3150892,-79.5461073
209,Canadá,CAN,municipal,Islands Trust Council,British Columbia,2019.0,12 Mar 2019,ativo,CEDAMIA,declaracao-formal,amarelo,http://www.islandstrust.bc.ca/media/347433/tc_2019-03_12-13-14_decisionhighlights_final.pdf,http://www.soundernews.com/news/islands-trust-council-declares-climate-change-emergency.html,,,Declared CE,False,1159307717.0,49.1040697,-123.5560083
210,Canadá,CAN,municipal,Kenora City Council,Ontario,2019.0,17 Sep 2019,ativo,CEDAMIA,declaracao-formal,amarelo,http://listview.kenora.ca/Files/Meeting%20Documents/2019/Council%20(including%20special)/September%2017%20Council%20Minutes.pdf#navpanes=0&view=FitH,https://www.895thelake.ca/2019/09/20/city-council-declares-climate-emergency/,,,Declared CE,False,1159309687.0,54.0245941,-89.1618188
211,Canadá,CAN,municipal,King Town Council,Ontario,2019.0,8 Jul 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://king.civicweb.net/filepro/documents/67679?preview=72041,http://kingsentinel.com/?p=11569,,,Declared CE,False,1159309687.0,44.0034771,-79.6047708
212,Canadá,CAN,municipal,Kitchener City Council,Ontario,2019.0,24 Jun 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://lf.kitchener.ca/WebLinkExt/DocView.aspx?dbid=0&id=1766651&page=1&,https://www.kitchenertoday.com/local-news/kitchener-city-council-declares-a-climate-emergency-1540099,,,Declared CE,False,1159309687.0,43.451291,-80.4927815
213,Canadá,CAN,municipal,Kingston City Council,Ontario,2019.0,5 Mar 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cedamia.org/ced-regions-in-canada/,,,,Declared CE,False,1159309687.0,44.3054151,-76.4283781
214,Canadá,CAN,municipal,Langley City Council,British Columbia,2021.0,11 Jan 2021,ativo,CEDAMIA,declaracao-formal,amarelo,,https://www.aldergrovestar.com/news/video-langley-city-declares-a-climate-emergency/,,,Declared CE,False,1159307717.0,49.1039289,-122.657047
215,Canadá,CAN,municipal,Langley Town Council,British Columbia,2019.0,22 Jul 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cedamia.org/wp-content/uploads/2019/12/Langley-B.1-07_22-Regular-Evening-Minutes.pdf,https://www.bclocalnews.com/news/langley-township-council-acknowledges-climate-emergency/,,,Acknowledged CE,False,1159307717.0,49.1039289,-122.657047
216,Canadá,CAN,municipal,Lions Bay Village Council,British Columbia,2021.0,13 Apr 2021,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.lionsbay.ca/climateaction,,,,Declared CE,False,1159307717.0,49.458799,-123.23534
217,Canadá,CAN,municipal,London City Council,Ontario,2019.0,23 Apr 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://pub-london.escribemeetings.com/Meeting.aspx?Id=03a43442-6a8b-4a0b-88ce-23191066c4ca&Agenda=PostMinutes&lang=English,https://globalnews.ca/news/5196624/london-climate-emergency/,,,Declared CE,False,1159309687.0,42.9836747,-81.2496068
218,Canadá,CAN,municipal,Lunenburg District Municipal Council,Nova Scotia,2019.0,22 Oct 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.modl.ca/document-library/meeting-minutes-agendas-and-recordings/municipal-council/2019-council-minutes-agendas-recordings/2019-10-22-council-meeting/5976-2019-10-22-council-minutes/file,,,,Declared CE,False,1159309585.0,44.4893422,-64.6795505
219,Canadá,CAN,municipal,Mahone Bay Town Council,Nova Scotia,2019.0,12 Feb 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.townofmahonebay.ca/council-documents-2019/council-meeting-packages-2019/1221-2019-02-12-minutes-council-regular/file.html,,,,Declared CE,False,1159309585.0,44.4488931,-64.387173
220,Canadá,CAN,municipal,Meaford Municipal Council,Ontario,2019.0,18 Nov 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://meaford.civicweb.net/Portal/MeetingInformation.aspx?Org=Cal&Id=1244,https://themeafordindependent.ca/news/meaford-council-news/799628-council-declares-climate-emergency,,,Declared CE,False,1159309687.0,44.6069298,-80.5916531
221,Canadá,CAN,municipal,Milton Town Council,Ontario,2019.0,22 Jul 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.milton.ca/MeetingDocuments/Council/minutes2019/CL_July_22_2019.pdf,https://www.inhalton.com/milton-declares-a-climate-emergency,,,Declared CE,False,1159309687.0,43.513671,-79.882817
222,Canadá,CAN,municipal,Mississauga City Council,Ontario,2019.0,19 Jun 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www7.mississauga.ca/documents/committees/council/2019/2019_06_19_Council_Minutes_Final.pdf,https://www.mississauga.com/news-story/9444387-mississauga-declares-climate-emergency-after-push-from-local-students/,,,Declared CE,False,1159309687.0,43.5884727,-79.643658
223,Canadá,CAN,municipal,Moncton City Council,New Brunswick,2019.0,18 Mar 2019,ativo,CEDAMIA,declaracao-formal,amarelo,http://www5.moncton.ca/docs/councilmeetings/2019/decisions/2019-03-18_RC_Decisions_D%C3%A9cisions.pdf,,,,Declared CE,False,1159308785.0,46.0985679,-64.8004265
224,Canadá,CAN,municipal,Muskoka District Council,Ontario,2020.0,19 Oct 2020,ativo,CEDAMIA,declaracao-formal,amarelo,https://muskoka.civicweb.net/filepro/documents/36108?preview=36323,https://doppleronline.ca/huntsville/climate-action-muskoka-expresses-disappointment-with-districts-token-climate-emergency-declaration/,,,Declared CE,False,1159309687.0,45.1307013,-79.3839611
225,Canadá,CAN,municipal,Nanaimo City Council,British Columbia,2019.0,29 Apr 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://pub-nanaimo.escribemeetings.com/FileStream.ashx?DocumentId=24379,https://www.nanaimobulletin.com/news/nanaimo-city-council-declares-climate-emergency/,,,Declared CE,False,1159307717.0,49.163877,-123.938122
226,Canadá,CAN,municipal,New Glasgow Town Council,Nova Scotia,2022.0,1 Mar 2022,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.newglasgow.ca/departments/climate-change/483-tng-climate-emergency-declaration.html,,,,Declared CE,False,1159309585.0,45.5869474,-62.6483547
227,Canadá,CAN,municipal,New Westminster Council,British Columbia,2019.0,11 Mar 2019,ativo,CEDAMIA,declaracao-formal,amarelo,http://newwestcity.ca.granicus.com/DocumentViewer.php?file=newwestcity_93a378fe4f50eba6d84730b52ee79e65.pdf&view=1,,,,Recognised CE,False,1159307717.0,49.2067726,-122.9108818
228,Canadá,CAN,municipal,Newmarket Town Council,Ontario,2020.0,13 Jan 2020,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.newmarkettoday.ca/local-news/newmarket-council-declares-climate-emergency-2019393,https://www.newmarkettoday.ca/local-news/newmarket-council-declares-climate-emergency-2019393,,,Declared CE,False,1159309687.0,44.056258,-79.461708
229,Canadá,CAN,estadual,Niagara Regional Council,Ontario,2021.0,23 Sep 2021,ativo,CEDAMIA,declaracao-formal,laranja,https://pub-niagararegion.escribemeetings.com/FileStream.ashx?DocumentId=19999,,,,Declared CE,False,1159309687.0,43.0631891,-79.3098089
230,Canadá,CAN,municipal,Niagara-on-the-Lake Council,Ontario,2020.0,24 Feb 2020,ativo,CEDAMIA,declaracao-formal,amarelo,https://domino.notl.com/sites/notl/NOTLCOTW.nsf/BF5BF13826D2CAA28525783E006E878E/6997E4E488D9B58185258515005008C4,,,,Declared CE,False,1159309687.0,43.2556116,-79.0723264
231,Canadá,CAN,municipal,North Cowichan Municipal Council,British Columbia,2019.0,17 Jul 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.northcowichan.ca/Documents/Cache13/Minutes/2019/Council%20-%20Regular_Jul17_2019.pdf,http://www.onecowichan.ca/municipality_of_north_cowichan_passes_climate_emergency,,,Acknowledged CE,False,1159307717.0,48.8247302,-123.7191813
232,Canadá,CAN,municipal,North Vancouver District Council,British Columbia,2019.0,8 Jul 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://app.dnv.org/councilsearchnew/#results,https://www.citynews1130.com/2019/07/09/vancouver-councils-climate-emergency/,,,climate & ecological,False,1159307717.0,49.3206294,-123.0737925
233,Canadá,CAN,municipal,Oak Bay Municipal Council,British Columbia,2019.0,8 Apr 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.oakbay.ca/sites/default/files/municipal-hall/minutes/Council%20Meeting%20-%2008%20Apr%202019%20-%20Minutes.pdf,,,,Declared CE,False,1159307717.0,48.4261126,-123.3170727
234,Canadá,CAN,municipal,Oakville Town Council,Ontario,2019.0,24 Jun 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://securepwa.oakville.ca/sirepub/mtgviewer.aspx?meetid=3658&doctype=MINUTES,https://www.inhalton.com/oakville-declares-a-climate-emergency,,,Declared CE,False,1159309687.0,43.447436,-79.666672
235,Canadá,CAN,municipal,Ottawa City Council,Ontario,2019.0,24 Apr 2019,ativo,CEDAMIA,declaracao-formal,amarelo,http://app05.ottawa.ca/sirepub/cache/2/lt10joevxsvmhtrhes52pyhc/57792405042020100037454.PDF,https://ottawacitizen.com/news/local-news/ottawa-declares-a-climate-emergency,,,Declared CE,False,1159309687.0,45.4208777,-75.6901106
236,Canadá,CAN,estadual,Peel Regional Council,Ontario,2019.0,24 Oct 2019,ativo,CEDAMIA,declaracao-formal,laranja,https://www.peelregion.ca/council/council_minutes/2010s/2019/rcmin20191024.pdf,,,,Declared CE,False,1159309687.0,43.6863954,-79.6064457
237,Canadá,CAN,municipal,Pemberton Village Council,British Columbia,2022.0,8 Mar 2022,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.pemberton.ca/public/download/files/207052,https://www.piquenewsmagazine.com/local-news/pemberton-council-adopts-community-climate-action-plan-5167163,,,Declared CE,False,1159307717.0,49.332589,-123.1146772
238,Canadá,CAN,municipal,Pembroke City Council,Ontario,2021.0,20 Apr 2021,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.pembroke.ca/download.php?dl=YToyOntzOjI6ImlkIjtzOjQ6IjUxMDAiO3M6Mzoia2V5IjtpOjEyO30=,https://www.countyweeklynews.ca/news/local-news/city-council-declares-climate-emergency-in-pembroke,,,Declared CE,False,1159309687.0,45.8209741,-77.1115433
239,Canadá,CAN,municipal,Penticton City Council,British Columbia,2022.0,17 May 2022,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.penticton.ca/city-hall/city-council/council-meetings/agendas-minutes,https://www.pentictonherald.ca/news/article_9aca7b92-d636-11ec-b4e9-13d3e88eb78d.html,,,Declared CE,False,1159307717.0,49.5003268,-119.593249
240,Canadá,CAN,municipal,Peterborough City Council,Ontario,2019.0,23 Sep 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://pub-peterborough.escribemeetings.com/filestream.ashx?DocumentId=25842,https://www.thepeterboroughexaminer.com/news-story/9611898-peterborough-declares-climate-emergency/,,,Declared CE,False,1159309687.0,44.3048009,-78.3199496
241,Canadá,CAN,municipal,Pickering City Council,Ontario,2019.0,16 Dec 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cedamia.org/wp-content/uploads/2020/02/Pickering-Climate-Change-Resolution-Excerpt.pdf,,,,Declared CE,False,1159309687.0,43.835765,-79.090576
242,Canadá,CAN,municipal,Port Hope Council,Ontario,2022.0,20 Dec 2022,ativo,CEDAMIA,declaracao-formal,amarelo,https://pub-porthope.escribemeetings.com/Meeting.aspx?Id=ce589ce6-50ac-4ddd-9896-97a176218344&Agenda=PostMinutes&lang=English,,,,Declared CE,False,1159309687.0,43.9515755,-78.2939704
243,Canadá,CAN,municipal,Port Moody City Council,British Columbia,2019.0,11 Jun 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://calendar.portmoody.ca/meetings/Detail/2019-06-11-1900-Regular-Council-Meeting/6a4a5133-60a1-4d83-9ecf-aa840110f38c,https://globalnews.ca/news/5381297/port-moody-climate-emergency/,,,Declared CE,False,1159307717.0,49.2821981,-122.8293554
244,Canadá,CAN,municipal,Powell River City Council,British Columbia,2019.0,21 Feb 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://powellriver.civicweb.net/FileStorage/A2A348DAE66348419B78FFD283B49ECA-Motion%20Climate%20State%20of%20Emergency.docx,https://www.prpeak.com/opinion/carbonwise-understanding-climate-change-1.23652559,,,Declared CE,False,1159307717.0,49.835676,-124.524412
245,Canadá,CAN,municipal,Prince Edward County Council,Ontario,2019.0,28 May 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://princeedwardcounty.civicweb.net/filepro/documents/162577?preview=177114,https://inquinte.ca/story/climate-emergency-back-on-in-prince-edward-county,,,Declared CE,False,1159309687.0,44.031827,-77.246933
246,Canadá,CAN,municipal,Qualicum Beach Town Council,British Columbia,2022.0,10 Aug 2022,ativo,CEDAMIA,declaracao-formal,amarelo,https://qualicumbeach.civicweb.net/filepro/documents/8971/,https://www.pqbnews.com/news/town-of-qualicum-beach-declares-climate-housing-health-care-emergencies/,,,Declared CE,False,1159307717.0,49.3479861,-124.4439409
247,Canadá,CAN,municipal,qathet Regional District Board,British Columbia,2019.0,27 Jun 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://qathetrd.civicweb.net/filepro/documents/89326?preview=95433,https://www.prpeak.com/news/qathet-regional-district-briefs-opposes-shellfish-licence-resource-recovery-amends-bylaw-1.23875129,,,Declared CE,False,1159307717.0,,
248,Canadá,CAN,estadual,Quebec Parliament (National Assembly),Quebec,2019.0,25 Sep 2019,ativo,CEDAMIA,declaracao-formal,laranja,http://www.assnat.qc.ca/en/travaux-parlementaires/assemblee-nationale/42-1/journal-debats/20190925/252653.html#_Toc20407153,https://montreal.ctvnews.ca/quebec-declares-climate-emergency-a-largely-symbolic-gesture-1.4610460,,,urgence climatique,False,1159308703.0,,
249,Canadá,CAN,municipal,Richmond City Council,British Columbia,2019.0,4 Feb 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.richmond.ca/cityhall/council/agendas/gp/2019/020419_minutes.htm,,,,,False,1159307717.0,49.163168,-123.137414
250,Canadá,CAN,municipal,Saanich District Council,British Columbia,2019.0,25 Mar 2019,ativo,CEDAMIA,declaracao-formal,amarelo,http://saanich.ca.granicus.com/DocumentViewer.php?file=saanich_83606e547ca8d3c45d662d17f82b718f.pdf&view=1,,,,Declared CE,False,1159307717.0,48.4594315,-123.376494
251,Canadá,CAN,municipal,St. Catharines City Council,Ontario,2019.0,29 Apr 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://stcatharines.civicweb.net/filepro/documents/63201?preview=67226,http://www.iheartradio.ca/610cktb/news/st-catharines-declares-a-climate-emergency-1.9145629?fbclid=IwAR1BtCflh4mOQzGjdxaddP8Fx-Jow1GygwKo7NFyviUTBCvkhM04fmzFi4U,,,Declared CE,False,1159309687.0,43.1579812,-79.2441003
252,Canadá,CAN,municipal,St. Thomas City Council,Ontario,2020.0,10 Feb 2020,ativo,CEDAMIA,declaracao-formal,amarelo,,https://www.edmontonexaminer.com/news/local-news/st-thomas-councillors-declare-climate-emergency/wcm/45b23cc7-af5a-4c05-9715-d91f82da8c0d,,,Declared CE,False,1159309687.0,42.779022,-81.1929882
253,Canadá,CAN,municipal,Sarnia City Council,Ontario,2019.0,17 Jun 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://sarnia.civicweb.net/FileStorage/FF7A84EB61894527A16683598EA69972-NOM%20-%20White%20-%20Climate%20Emergency.pdf,https://www.theobserver.ca/news/local-news/sarnia-declares-climate-emergency,,,Declared CE,False,1159309687.0,42.9743821,-82.403533
254,Canadá,CAN,municipal,Shippagan City Council,New Brunswick,2020.0,2 Mar 2020,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.groupmobilisation.com/la-duc-the-dce-la-dec,https://www.acadienouvelle.com/actualites/2020/03/03/declaration-citoyenne-universelle-durgence-climatique-shippagan-sajoute-a-la-liste/,,,GMob declaration,False,1159308785.0,47.7418049,-64.7181216
255,Canadá,CAN,municipal,Sidney Town Council,British Columbia,2019.0,25 Mar 2019,ativo,CEDAMIA,declaracao-formal,amarelo,http://www.sidney.ca/Assets/Administration/Council/2019/March+25+2019+Council+Minutes.pdf,,,,Declared CE,False,1159307717.0,48.6505788,-123.398324
256,Canadá,CAN,municipal,Smithers Town Council,British Columbia,2019.0,9 Jul 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://smithers.civicweb.net/filepro/documents/136394?preview=146631,https://www.bclocalnews.com/news/smithers-council-declares-climate-emergency/,,,Declared CE,False,1159307717.0,54.7792074,-127.1760991
257,Canadá,CAN,municipal,Sooke District Council,British Columbia,2019.0,8 Apr 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://sooke.civicweb.net/filepro/document/30415/Regular%20Council%20-%2008%20Apr%202019%20Minutes.pdf?widget=true,https://sooke.pocketnews.ca/sooke-declares-climate-emergency/,,,Declared CE,False,1159307717.0,48.3825724,-123.731517
258,Canadá,CAN,municipal,Squamish Council,British Columbia,2019.0,2 Jul 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://squamish.civicweb.net/filepro/documents/165199?preview=173060,https://www.squamishchief.com/news/local-news/squamish-declares-climate-emergency-1.23874833,,,Declared CE,False,1159307717.0,49.6980743,-123.155861
259,Canadá,CAN,municipal,St. John's City Council,Newfoundland,2019.0,4 Nov 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://pub-stjohns.escribemeetings.com/Meeting.aspx?Id=8a0ccb0c-d64c-467f-adce-b259f01a900c&Agenda=PostMinutes&lang=English,https://www.thechronicleherald.ca/news/canada/st-johns-city-council-declares-climate-emergency-372032/,,,Affirmed CE,False,1159308713.0,47.5646794,-52.7066964
260,Canadá,CAN,municipal,Stratford City Council,Ontario,2020.0,10 Feb 2020,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.cedamia.org/wp-content/uploads/2020/03/Stratford-20200210-Regular-Council-Minutes-February-10-2020.pdf,https://www.stratfordbeaconherald.com/news/local-news/stratford-council-declares-climate-emergency,,,Declared CE,False,1159309687.0,43.3700899,-80.9818016
261,Canadá,CAN,municipal,Surrey City Council,British Columbia,2019.0,4 Nov 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.surrey.ca/bylawsandcouncillibrary/MIN_RCPH_2019-11-04.pdf,,,,Declared CE,False,1159307717.0,49.1913033,-122.849143
262,Canadá,CAN,municipal,Tecumseh Town Council,Ontario,2019.0,10 Dec 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://tecumseh-pub.escribemeetings.com/filestream.ashx?DocumentId=11359,https://blackburnnews.com/windsor/windsor-news/2019/12/12/tecumseh-latest-declare-climate-emergency/,,,Declared CE,False,1159309687.0,42.3117951,-82.8861974
263,Canadá,CAN,municipal,Thunder Bay City Council,Ontario,2020.0,13 Jan 2020,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.thunderbay.ca/en/city-hall/resources/Documents/Mayor-and-Council/City-Council_CC---4_51---January-27-2020---accessible.pdf,https://www.tbnewswatch.com/local-news/thunder-bay-declares-climate-emergency-2019052,,,Declared CE,False,1159309687.0,48.406414,-89.259796
264,Canadá,CAN,municipal,Tracadie Regional Municipal Council,New Brunswick,2019.0,27 May 2019,ativo,CEDAMIA,declaracao-formal,amarelo,http://www.tracadie-sheila.ca/images/ORDINAIRE-2019-05-27.pdf,https://www.acadienouvelle.com/actualites/2019/05/23/tracadie-veut-ratifier-une-declaration-durgence-climatique/,,,urgence climatique,False,1159308785.0,47.5105894,-64.9091462
265,Canadá,CAN,municipal,Treaty #3 Grand Council,Ontario,2019.0,3 Oct 2019,ativo,CEDAMIA,declaracao-formal,amarelo,http://gct3.ca/grand-council-treaty-3-leaders-declare-state-of-climate-emergency/,,,,,False,1159309687.0,,
266,Canadá,CAN,municipal,Toronto City Council,Ontario,2019.0,2 Oct 2019,ativo,CEDAMIA,declaracao-formal,amarelo,http://app.toronto.ca/tmmis/viewAgendaItemHistory.do?item=2019.MM10.3,https://globalnews.ca/news/5979872/toronto-city-council-climate-emergency/,,,Declared CE,False,1159309687.0,43.6534817,-79.3839347
267,Canadá,CAN,municipal,Vancouver City Council,British Columbia,2019.0,16 Jan 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://council.vancouver.ca/20190116/documents/cfsc20190116min.pdf,,,,Recognised CE,False,1159307717.0,49.2608724,-123.113952
268,Canadá,CAN,municipal,Vaughan City Council,Ontario,2019.0,4 Jun 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.vaughan.ca/cityhall/environmental_sustainability/General%20Documents/COV%20Climate%20Emergency%20Declaration%20Jun-4-2019.pdf,https://www.vaughan.ca/news/Pages/Mayor-Bevilacqua-recognizes-students-action-on-environment.aspx,,,Declared CE,False,1159309687.0,43.7941544,-79.5268023
269,Canadá,CAN,municipal,Victoria City Council,British Columbia,2019.0,14 Mar 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://pub-victoria.escribemeetings.com/FileStream.ashx?DocumentId=35679,,,,Declared CE,False,1159307717.0,48.4283182,-123.364953
270,Canadá,CAN,municipal,View Royal Town Council,British Columbia,2019.0,5 Mar 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://viewroyalbc.civicweb.net/filepro/documents/?preview=27216,,,,Declared CE,False,1159307717.0,48.4518052,-123.434306
271,Canadá,CAN,municipal,Vuntut Gwitchin First Nation (Old Crow),Yukon,2019.0,19 May 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.documentcloud.org/documents/6024860-Yeendoo-Declaration.html,https://www.cbc.ca/news/canada/north/old-crow-climate-change-emergency-1.5144010,,,Declared CE,False,1159309667.0,,
272,Canadá,CAN,estadual,Waterloo Regional Council,Ontario,2019.0,9 Oct 2019,ativo,CEDAMIA,declaracao-formal,laranja,https://calendar.regionofwaterloo.ca/Council/Detail/2019-10-09-1900-Council/ec7b468f-0cf5-4f78-aad9-aaef010233e8,https://www.kitchenertoday.com/local-news/regional-council-declares-climate-emergency-1741509,,,Declared CE,False,1159309687.0,43.4079347,-80.4386542
273,Canadá,CAN,municipal,Wellesley Town Council,Ontario,2019.0,8 Oct 2019,ativo,CEDAMIA,declaracao-formal,amarelo,http://calendar.wellesley.ca/council/Detail/2019-10-08-1845-Council-Meeting/c12e604c-5511-4be5-b046-ab0b00a90e30,https://observerxtra.com/2019/10/10/wellesley-council-declares-a-climate-emergency/,,,Declared CE,False,1159309687.0,43.6655242,-79.3838011
274,Canadá,CAN,municipal,West Nipissing Council,Ontario,2019.0,23 Apr 2019,ativo,CEDAMIA,declaracao-formal,amarelo,http://www.westnipissing.ca/images/docs/MayorsCouncilandCommittees/councilmeetings/2019/Apr-23-2019%20-%20REGULAR%20Minutes%203.pdf,,,,Declared CE,False,1159309687.0,46.4625729,-79.8987149
275,Canadá,CAN,municipal,West Vancouver District Council,British Columbia,2019.0,8 Jul 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://westvancouver.ca/sites/default/files/dwv/council-minutes/2019/jul/19jul08.pdf,https://www.citynews1130.com/2019/07/09/vancouver-councils-climate-emergency/,,,Recognised CE,False,1159307717.0,49.3311208,-123.159479
276,Canadá,CAN,municipal,Whitby Town Council,Ontario,2019.0,24 Jun 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://whitby.civicweb.net/document/127603?printPdf=true,https://www.durhamregion.com/news-story/9453100-whitby-declares-climate-change-an-emergency/,,,Declared CE,False,1159309687.0,43.87982,-78.9421751
277,Canadá,CAN,municipal,White Rock City Council,British Columbia,2020.0,13 Jan 2020,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.whiterockcity.ca/AgendaCenter/ViewFile/Agenda/_01272020-850,,,,Recognised 'CE',False,1159307717.0,49.0235357,-122.797924
278,Canadá,CAN,municipal,Whitehorse City Council,Yukon,2019.0,23 Sep 2019,ativo,CEDAMIA,declaracao-formal,amarelo,https://www.whitehorse.ca/Home/ShowDocument?id=12170,https://www.whitehorsestar.com/News/council-formally-declares-a-climate-emergency,,,Declared CE,False,1159309667.0,60.721571,-135.054932
279,Canadá,CAN,municipal,Wilmot Town Council,Ontario,2019.0,23 Sep 2019,ativo,CEDAMIA,declaracao-formal,amarelo,http://calendar.wilmot.ca/council/Detail/2019-10-28-1900-Council-Meeting/cc2a5840-eba3-4c7d-bd8c-aaf000ad8a92,https://www.therecord.com/news-story/9615960-wilmot-township-declares-climate-emergency/,,,Declared CE,False,1159309687.0,43.3957664,-80.6352027
280,Canadá,CAN,municipal,Windsor City Council,Ontario,2019.0,18 Nov 2019,ativo,CEDAMIA,declaracao-formal,amarelo,"https://www.citywindsor.ca/cityhall/City-Council-Meetings/Council%20Minutes/Documents/2019/November%2018,%202019%20City%20Council%20-%20Minutes.pdf",https://www.cbc.ca/news/canada/windsor/windsor-council-unanimously-declares-climate-emergency-1.5364312,,,Declared CE,False,1159309687.0,42.2858536,-82.9780695
